Code CIS,Designation de lelement pharmaceutique,Code de la substance,Dénomination de la substance,Dosage de la substance,Reference de ce dosage,Nature du composant,Numero de liaison SA/FT
67432348,solution,2709,LACTULOSE,10 g,un sachet-dose de 15 ml,FT,1
67432693,comprimé,6431,LORATADINE,10 mg,un comprimé,SA,1
67432729,comprimé,18827,PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ,"0,75 mg",un comprimé,SA,1
67433083,comprimé,78924,OXALATE D'ESCITALOPRAM,,,SA,1
67434235,comprimé,1823,CHLORHYDRATE DE THIAMINE,"260,000 mg",un comprimé,SA,1
67434502,comprimé,6742,BENZOICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
67436923,comprimé,37,DICLOFÉNAC SODIQUE,50 mg,un comprimé,SA,1
67437110,solution,93,POTASSIUM (CHLORURE DE),"0,10 g",1 ml,SA,1
67437498,granules,764,CUPRUM ACETICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,6 DH,1 ml,SA,14
67437758,poudre,74694,"ISPAGHUL (GRAINE D'), TÉGUMENT DE LA","2,143 g","un sachet-dose de 3,443 g",SA,1
67439104,dispositif,4458,TRINITRINE,"47,04 mg",un dispositif,SA,1
67439271,dispositif,17477,FENTANYL,"1,38 mg",dispositif,SA,1
67439556,poudre,41788,PROPIONATE DE FLUTICASONE,100 microgrammes,une dose mesurée,SA,1
67439809,comprimé,86812,LEPIDOLITE POUR PRÉPARATIONS HOMÉOPATHIQUES,3CH à 30CH et 6DH à 60DH,une dose mesurée,SA,18
67441653,comprimé,91291,DROSERA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,une dose mesurée,SA,17
67443191,granulés,2202,PARACÉTAMOL,500 mg,un sachet,SA,1
67443608,comprimé,987,ACÉTATE DE CYPROTÉRONE,100 mg,un comprimé,SA,1
67444539,comprimé,3885,LÉVODOPA,100 mg,un comprimé,SA,1
67445776,gélule,2202,PARACÉTAMOL,500 mg,une gélule,SA,1
67446077,comprimé,13112,ALPRAZOLAM,"0,25 mg",un comprimé,SA,1
67446853,solution,49189,BROMURE D'IPRATROPIUM MONOHYDRATÉ,,,SA,1
67447122,comprimé,71861,GLIMÉPIRIDE,3 mg,un comprimé,SA,1
67448256,comprimé,40452,CANAGLIFLOZINE,300 mg,un comprimé,FT,1
67448313,poudre,376,UROKINASE (MAMMIFERE/HUMAIN/URINE),600 000 UI,un flacon,SA,1
67448384,comprimé,19481,MÉGESTROL (ACÉTATE DE),160 mg,un comprimé,SA,1
67450079,comprimé,91381,V.A.B. POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un comprimé,SA,18
67450136,gélule,4773,OMÉPRAZOLE,10 mg,une gélule,SA,1
67450809,comprimé,602,CHLORHYDRATE DE MIANSÉRINE,30 mg,un comprimé,SA,1
67451779,comprimé,73242,ÉZÉTIMIBE,10 mg,un comprimé,SA,1
67452913,gélule,3902,FÉNOFIBRATE,100 mg,une gélule,SA,1
67453787,comprimé,3225,HYDROGÉNOSUCCINATE DE DOXYLAMINE,15 mg,un comprimé,SA,1
67454056,comprimé,17778,ARUM TRIPHYLLUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,17
67454800,comprimé,45638,RUFINAMIDE,100 mg,un comprimé,SA,1
67455069,comprimé,18614,EUPATORIUM PERFOLIATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,17
67455336,poudre,94174,MÉSILATE DE DIHYDRALAZINE,25 mg,2 ml de solution injectable reconstituée,SA,1
67456363,comprimé,41338,DAPAGLIFLOZINE PROPANEDIOL MONOHYDRATÉ,"12,30 mg",un comprimé,SA,1
67456420,comprimé,49009,ZINCUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
67456915,poudre,25169,SUCCIMER,"1,2 mg",un flacon,SA,5
67457433,gélule,28886,BROMHYDRATE DE GALANTAMINE,8 mg,une gélule,SA,1
67458001,comprimé,2202,PARACÉTAMOL,500 mg,un comprimé,SA,1
67458161,comprimé,199,BROMURE DE PINAVÉRIUM,100 mg,un comprimé,SA,1
67458236,suspension,626,SALBUTAMOL,"100,00 microgrammes",une dose,FT,1
67458460,pansement,5431,LIDOCAÏNE,"0,0250 g",1 g d'émulsion pour un pansement adhésif cutané de 10 cm²,SA,4
67459644,solution,95609,LÉVÉTIRACÉTAM,100 mg,1 ml de solution buvable,SA,1
67460027,comprimé,2064,HYDROCHLOROTHIAZIDE,"6,25 mg",un comprimé,SA,2
67460721,ovule,3929,NITRATE D'ÉCONAZOLE,150 mg,un ovule,SA,1
67461428,comprimé,30470,PRASUGREL,10 mg,un comprimé,FT,1
67461691,suspension,24381,BUDÉSONIDE,"1,28 mg",1 ml de suspension,SA,1
67461944,poudre,49595,CÉFÉPIME,"0,500 g","un flacon de 0,961 g",FT,2
67462665,comprimé,67549,RABÉPRAZOLE BASE,"18,85 mg",un comprimé,FT,14
67463468,comprimé,32308,VARDÉNAFIL,5 mg,un comprimé,FT,1
67464342,solution,8351,ÉNOXAPARINE SODIQUE ,80 mg,"une seringue pré-remplie de 0,8 ml",SA,1
67464926,comprimé,24982,ALENDRONATE MONOSODIQUE TRIHYDRATÉ,"91,37 mg",un comprimé,SA,1
67465476,comprimé,74798,CLOZAPINE,25 mg,un comprimé,SA,1
67466119,solution,6492,BÉSILATE D'ATRACURIUM,10 mg,1 ml de solution,SA,1
67466927,ovule,6352,TIOCONAZOLE,300 mg,un ovule,SA,1
67467071,comprimé,5087,OXYCODONE (CHLORHYDRATE D'),20 mg,un comprimé,SA,1
67467872,comprimé,73594,CANDÉSARTAN CILEXÉTIL,4 mg,un comprimé,SA,1
67468312,solution,5562,VALPROATE DE SODIUM,400 mg,4 ml de solution injectable,SA,1
67468515,gélule,37973,RIVASTIGMINE,"4,5 mg",une gélule,FT,1
67468771,solution,1080,ADRÉNALINE,"0,009 mg","une cartouche de 1,8 ml",FT,2
67469962,gélule,24519,PALMIER DE FLORIDE (SERENOA REPENS (W.BARTRAM) SMALL.) (EXTRAIT DU FRUIT DE),160 mg,une gélule,SA,1
67470427,comprimé,25681,LACOSAMIDE,50 mg,un comprimé,SA,1
67470459,solution,549,IODE,300 mg,1 mL,FT,1
67470847,poudre,99842,TRABECTÉDINE,1 mg,un flacon,SA,1
67471874,comprimé,38524,PANTOPRAZOLE,20 mg,un comprimé,FT,1
67475449,comprimé,71041,DASATINIB,50 mg,un comprimé,SA,1
67475837,comprimé,99997,GALÈNE POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un comprimé,SA,18
67475965,trousse,60637,GOZÉTOTIDE,25 microgrammes,un flacon,SA,1
67476519,comprimé,34251,CITRATE DE SILDÉNAFIL,,,SA,1
67476946,comprimé,1807,ÉTHINYLESTRADIOL,20 microgrammes,un comprimé,SA,2
67477165,solution,2726,LÉVOMÉPROMAZINE,4 g,100 ml,FT,1
67477197,poudre,376,UROKINASE (MAMMIFERE/HUMAIN/URINE),250 000 U.I.,un flacon,SA,1
67477432,comprimé,3332,GLIPIZIDE,5 mg,un comprimé,SA,1
67477845,comprimé,1257,DICHLORHYDRATE DE BÉTAHISTINE,24 mg,un comprimé,SA,1
67478840,solution,80114,ADALIMUMAB ,40 mg,une seringue préremplie,SA,1
67479020,gélule,5390,FOLINATE DE CALCIUM,"5,402 mg",une gélule,SA,1
67480631,solution,38741,CHLORHYDRATE DE ROPIVACAÏNE MONOHYDRATÉ,"2,12 mg",1 ml,SA,1
67481345,comprimé,31416,IRBÉSARTAN,150 mg,un comprimé,SA,8
67481950,comprimé,2064,HYDROCHLOROTHIAZIDE,"12,500 mg",un comprimé,SA,13
67482059,comprimé,79270,CHLORHYDRATE DE RALOXIFÈNE,60 mg,un comprimé,SA,1
67482148,gélule,64391,LÉNALIDOMIDE,20 mg,une gélule,SA,1
67482194,comprimé,39704,NARATRIPTAN,"2,5 mg",un comprimé,FT,1
67482372,comprimé,6987,TARTRATE DE DIHYDROCODÉINE,60 mg,un comprimé,SA,1
67483990,comprimé,42470,LÉFLUNOMIDE,20 mg,un comprimé,SA,1
67486011,gélule,66494,CHLORHYDRATE DE TAMSULOSINE,"0,4 mg",une gélule,SA,1
67486972,collyre,952,FUMARATE DE KETOTIFÈNE,"0,345 mg",1 ml,SA,1
67487309,comprimé,78924,OXALATE D'ESCITALOPRAM,"25,54 mg",un comprimé,SA,1
67487622,gélule,862,LACTOBACILLUS CASEI,341 mg,une gélule,SA,1
67488731,suppositoire,2202,PARACÉTAMOL,1000 mg,un suppositoire,SA,1
67489178,comprimé,94553,ÉVÉROLIMUS,10 mg,un comprimé,SA,1
67489185,comprimé,76057,NICORANDIL,20 mg,un comprimé,SA,1
67490401,comprimé,38524,PANTOPRAZOLE,20 mg,un comprimé,FT,1
67490967,comprimé,2114,CÉFIXIME TRIHYDRATÉE,,,SA,1
67491414,comprimé,7504,AURUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,3CH à 30CH et 5DH à 60DH,un comprimé,SA,18
67491478,comprimé,17256,ÉFAVIRENZ,600 mg,un comprimé,SA,1
67491631,comprimé,19164,HELLEBORUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES,3CH à 30CH et 6DH à 60DH,un comprimé,SA,17
67491777,poudre,38050,GEMCITABINE,200 mg,un flacon,FT,1
67492391,solution,25336,PIROXICAM,"20,0 mg",une ampoule de 1 ml,SA,1
67493319,comprimé,25312,PTELEA TRIFOLIATA POUR PRÉPARATIONS HOMÉOPATHIQUES,3CH à 30CH et 6DH à 60DH,une ampoule de 1 ml,SA,18
67494588,comprimé,95484,AMBRISENTAN,10 mg,un comprimé,SA,1
67494823,granulés,1014,ACÉTYLCYSTÉINE,200 mg,un sachet-dose de 1g,SA,1
67495373,comprimé,4442,METFORMINE BASE,780 mg,un comprimé,FT,1
67496824,gélule,50540,SILODOSINE,4 mg,une gélule,SA,1
67497837,poudre,60273,ESTER BORONIQUE DE MANNITOL,,,SA,1
67498202,solution,22129,CHLORHYDRATE DE LÉVOBUPIVACAÏNE,,,SA,1
67499717,poudre,6379,SODIUM (POLYSTYRÈNE SULFONATE DE),"453,70036 g",une boite de 454 g,SA,1
67499763,solution,56429,DIHYDROGÉNOPHOSPHATE DE SODIUM DODÉCAHYDRATÉ,"0,140 mg",une ampoule de 2 ml,SA,1
67500468,pommade,234,EXTRAIT FLUIDE D'HAMAMÉLIS,"0,75 g",100 g de pommade,SA,3
67501673,comprimé,2064,HYDROCHLOROTHIAZIDE,"12,5 mg",un comprimé,SA,2
67502120,poudre,51458,VORICONAZOLE,200 mg,un flacon,SA,1
67503464,granulés,26023,ATALUREN,125 mg,un sachet,SA,1
67504185,comprimé,977,SPIRONOLACTONE,25 mg,un comprimé,SA,2
67504559,gélule,1,CHLORHYDRATE DE LOPÉRAMIDE,"2,00 mg",une gélule,SA,1
67505593,comprimé,7958,CHLORHYDRATE DE CÉLIPROLOL,200 mg,un comprimé,SA,1
67506453,comprimé,23957,LANSOPRAZOLE,30 mg,un comprimé,SA,1
67507605,gélule,51135,VISMODÉGIB,150 mg,une gélule,SA,1
67507637,comprimé,2064,HYDROCHLOROTHIAZIDE,"12,50 mg",un comprimé,SA,2
67508326,comprimé,17407,ÉSOMÉPRAZOLE,40 mg,un comprimé,FT,1
67508504,comprimé,67540,FÉBUXOSTAT HÉMIHYDRATÉ,,,SA,1
67509104,suspension,899,BICARBONATE DE SODIUM,267 mg,un sachet de 10 mL,SA,2
67510932,suspension,2092,IBUPROFÈNE,20 mg,1 ml de suspension buvable,SA,1
67511468,comprimé,2064,HYDROCHLOROTHIAZIDE,25 mg,un comprimé,SA,2
67512328,solution,1525,CHOLÉCALCIFÉROL,150 UI,une goutte,SA,1
67512883,gélule,39422,PRÉGABALINE,200 mg,une gélule,SA,1
67513540,comprimé,74798,CLOZAPINE,25 mg,un comprimé,SA,1
67513654,capsule,36065,DUTASTÉRIDE,"0,5 mg",une capsule,SA,1
67514820,comprimé,37011,LAMOTRIGINE,25 mg,un comprimé,SA,1
67515025,comprimé,98159,TADALAFIL,10 mg,un comprimé,SA,1
67515484,comprimé,20890,TOPIRAMATE,100 mg,un comprimé,SA,1
67515694,suspension,641,TIXOCORTOL (PIVALATE DE),"1,000 g",100 g de suspension nasale,SA,1
67516166,comprimé,42470,LÉFLUNOMIDE,10 mg,un comprimé,SA,1
67516383,comprimé,18827,DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,"0,25 mg",un comprimé,SA,1
67516508,comprimé,25783,CHLORHYDRATE DE RANITIDINE,,,SA,1
67517243,gélule,7289,CHLORHYDRATE DE CICLÉTANINE,50 mg,une gélule,SA,1
67517898,dispositif,71064,ESTRADIOL HÉMIHYDRATÉ,10 mg,un dispositif pour un dispositif transdermique,SA,1
67517909,gélule,28886,BROMHYDRATE DE GALANTAMINE,,,SA,1
67517948,gélule,15078,THÉOPHYLLINE,200 mg,une gélule,SA,1
67519027,solution,49487,CHLORURE DE FLUOROCHOLINE [18F],222 MBq à la date et à l'heure de calibration,1 ml de solution,SA,1
67519707,solution,41881,ACIDE ZOLÉDRONIQUE ANHYDRE,4 mg,une solution de 100 ml,FT,1
67519721,comprimé,15734,VALSARTAN,160 mg,un comprimé,SA,1
67520378,comprimé,40035,VILDAGLIPTINE,50 mg,un comprimé,SA,1
67521074,comprimé,7958,CHLORHYDRATE DE CÉLIPROLOL,200 mg,un comprimé,SA,1
67522169,solution,71179,USTÉKINUMAB ,45 mg,"0,5 ml",SA,1
67522379,solution,85821,LÉVOSIMENDAN,"2,5 mg",1 mL de solution,SA,6
67522920,comprimé,78568,GÉFITINIB,250 mg,un comprimé,SA,1
67523100,comprimé,36746,CHLORHYDRATE DE LERCANIDIPINE,20 mg,un comprimé,SA,1
67523118,gomme,30981,RÉSINATE DE NICOTINE,"26,5 mg",une gomme à mâcher,SA,1
67524202,comprimé,420,CAFÉINE,50 mg,un comprimé,SA,2
67524227,comprimé,41022,SULFURICUM ACIDUM POUR PRÉPARATION HOMÉOPATHIQUE,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
67525425,solution,1525,CHOLÉCALCIFÉROL,"2,5 mg",une ampoule de 2 ml,SA,1
67526000,comprimé,37053,ARBUTUS UNEDO POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,une ampoule de 2 ml,SA,18
67526370,comprimé,35760,SOLANUM MALACOXYLON POUR PRÉPARATIONS HOMÉOPATHIQUES,3CH à 30CH et 6DH à 60DH,une ampoule de 2 ml,SA,18
67526662,comprimé,34251,CITRATE DE SILDÉNAFIL,,,SA,1
67527433,solution,1758,DROPÉRIDOL,"2,5 mg",1 ml de solution,SA,1
67527650,solution,3396,MÉTHOXSALÈNE,"0,750 g",100 ml,SA,1
67527910,comprimé,18827,PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ,"0,375 mg",un comprimé,SA,1
67528535,comprimé,37430,RISPÉRIDONE,4 mg,un comprimé,SA,1
67528574,comprimé,1958,FUROSÉMIDE,40 mg,un comprimé,SA,1
67529822,comprimé,900,BORAX,3CH à 30CH et 5DH à 60DH,un comprimé,SA,18
67532238,gaz,74472,XÉNON (GAZ),1 litre,1 litre de gaz,SA,1
67535280,comprimé,975,SPIRAMYCINE,3 000 000 UI,un comprimé,SA,1
67535309,comprimé,587,CIMÉTIDINE,200 mg,un comprimé,SA,1
67537107,comprimé,2169,PREDNISOLONE,20 mg,un comprimé,FT,1
67537114,solution,2405,ADÉNOSINE,6 mg,une ampoule de 2 mL,SA,1
67537203,solution,1958,FUROSÉMIDE,250 mg,une ampoule de 25 ml,SA,1
67538173,comprimé,17010,ARISTOLOCHIA CLEMATITIS POUR PRÉPARATIONS HOMÉOPATHIQUES,13CH à 30CH et 26DH à 60DH,une ampoule de 25 ml,SA,17
67538433,solution,11673,URAPIDIL,50 mg,une ampoule de 10 mL,SA,1
67538668,solution,91576,PALONOSÉTRON (CHLORHYDRATE DE),,,SA,1
67539962,comprimé,2092,IBUPROFÈNE,400 mg,un comprimé,SA,1
67540142,comprimé,29337,TÉNOFOVIR DISOPROXIL,245 mg,un comprimé,SA,1
67540690,poudre,20052,TOXINE BOTULINIQUE TYPE A ,100 unités DL50,un flacon,SA,1
67540950,comprimé,5087,CHLORHYDRATE D'OXYCODONE,80 mg,un comprimé,SA,1
67541333,comprimé,2132,NILUTAMIDE,50 mg,un comprimé,SA,1
67541600,comprimé,2633,RILMÉNIDINE (DIHYDROGÉNOPHOSPHATE DE),"1,544 mg",un comprimé,SA,1
67541828,dispositif,1786,ESTRADIOL,"2,50 mg",un dispositif,FT,1
67543971,vernis à ongles,95914,CICLOPIROX,8 g,100 g de vernis à ongles médicamenteux,SA,1
67545424,gélule,3759,CHONDROÏTINE (SULFATE DE) A SODIQUE,400 mg,une gélule,SA,1
67546088,pastille,3778,DIGLUCONATE DE CHLORHEXIDINE,"3,00 mg",une pastille,FT,1
67546191,poudre,41788,PROPIONATE DE FLUTICASONE,100 microgrammes,une dose,SA,1
67546241,comprimé,37806,RAISIN (PÉPIN DE) (EXTRAIT DE),150 mg,un comprimé,SA,1
67547090,comprimé,4442,METFORMINE BASE,"662,90 mg",un comprimé,FT,1
67547553,poudre,2114,CÉFIXIME TRIHYDRATÉE,"111,919",5 mL de suspension reconstituée,SA,1
67548121,comprimé,35876,CHLORHYDRATE DE ROPINIROLE,"5,70 mg",un comprimé,SA,1
67548153,comprimé,41909,BÉSILATE DE CLOPIDOGREL,"111,86 mg",un comprimé,SA,1
67551530,poudre,97217,CHLORHYDRATE D'IDARUBICINE,10 mg,un flacon,SA,1
67552319,comprimé,987,ACÉTATE DE CYPROTÉRONE,50 mg,un comprimé,SA,1
67553353,comprimé,20740,SITAGLIPTINE,50 mg,un comprimé,FT,1
67553944,solution,585,CHLORHYDRATE DE MORPHINE,"10,00 mg",1 ml de solution injectable,SA,1
67553951,comprimé,382,LÉVOTHYROXINE SODIQUE,,,SA,1
67554633,collyre,3088,PHÉNYLÉPHRINE (CHLORHYDRATE DE),5 g,100 ml de collyre,SA,1
67554786,comprimé,2064,HYDROCHLOROTHIAZIDE,"12,5 mg",un comprimé,SA,2
67555219,poudre,5390,FOLINATE DE CALCIUM,,,SA,1
67557063,comprimé,27387,CHLORHYDRATE D'ERLOTINIB,,,SA,1
67557120,poudre,15487,TICARCILLINE BASE,"5,000 g","un flacon de 5,810 g",FT,1
67557241,comprimé,428,CARBONATE DE CALCIUM,160 mg,un comprimé,SA,3
67557907,comprimé,4034,FAMOTIDINE,40 mg,un comprimé,SA,1
67559559,granulés,935,PROPIONATE DE JOSAMYCINE,500 mg,5 ml de suspension reconstituée,SA,1
67560255,gel,49729,CARBOMÈRE 980,"0,2 g",100 g de gel,SA,1
67560839,comprimé,36746,CHLORHYDRATE DE LERCANIDIPINE,10 mg,un comprimé,SA,1
67560860,comprimé,38524,PANTOPRAZOLE,"40,00 mg",un comprimé,FT,1
67561492,sirop,252,HYDRASTIS CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES,"0,01 g (9 CH)",100 g de sirop,SA,3
67562690,comprimé,97488,BAMBUSA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,100 g de sirop,SA,18
67562982,solution,62595,DALTÉPARINE SODIQUE ,15 000 U.I. anti-Xa,"une seringue pré-remplie de 0,6 ml",SA,1
67563080,solution,93,POTASSIUM (CHLORURE DE),"62,45 mg",100 ml,SA,1
67563301,capsule,421,CALCIFÉDIOL MONOHYDRATÉ,266 microgrammes,une capsule,SA,1
67563415,comprimé,569,BUMÉTANIDE,5 mg,un comprimé,SA,1
67565715,solution,5087,CHLORHYDRATE D'OXYCODONE,10 mg,1 ml de solution buvable,SA,1
67565882,comprimé,3271,NAPROXÈNE,750 mg,un comprimé,SA,1
67566016,comprimé,76057,NICORANDIL,20 mg,un comprimé,SA,1
67567004,comprimé,17878,LAMIVUDINE,300 mg,un comprimé,SA,2
67567399,comprimé,38607,FUMARATE DE QUÉTIAPINE,,,SA,1
67567958,comprimé,38607,FUMARATE DE QUÉTIAPINE,,,SA,1
67568483,solution,26543,PEGCÉTACOPLAN,1080 mg,un flacon de 20 mL,SA,1
67568693,collyre,38467,BRIMONIDINE,"1,3 mg",1 ml de solution,FT,1
67569165,comprimé,910,COLCHICUM AUTUMNALE POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,1 ml de solution,SA,17
67569927,pastille,3151,AMYLMÉTACRÉSOL,"0,60 mg",une pastille,SA,1
67571547,comprimé,65948,DESLORATADINE,5 mg,un comprimé,SA,1
67575816,gélule,4773,OMÉPRAZOLE,10 mg,une gélule,SA,1
67576220,solution,13582,ACÉTATE DE DESMOPRESSINE TRIHYDRATÉ,4 microgrammes,1 mL,SA,1
67576284,comprimé,2064,HYDROCHLOROTHIAZIDE,"12,50 mg",un comprimé,SA,2
67576423,comprimé,78924,OXALATE D'ESCITALOPRAM,,,SA,1
67577233,gaz,44570,OXYGÈNE,50 % (mole/mole),un comprimé,SA,2
67578132,solution,8152,L-CARNITINE,1000 mg,un flacon de 10 ml de solution buvable,SA,1
67579330,comprimé,602,CHLORHYDRATE DE MIANSÉRINE,30 mg,un comprimé,SA,1
67579483,comprimé,191,CHLORHYDRATE D'ACÉBUTOLOL,"554,25 mg",un comprimé,SA,1
67580464,pastille,33,ALCOOL BENZYLIQUE,"5,5160 mg",une pastille,SA,1
67580471,poudre,8476,GANCICLOVIR SODIQUE,546 mg,un flacon,SA,1
67580959,comprimé,29337,TÉNOFOVIR DISOPROXIL,123 mg,un comprimé,FT,1
67581235,comprimé,4100,CALENDULA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
67581317,comprimé,29486,OLMÉSARTAN MÉDOXOMIL,20 mg,un comprimé,SA,1
67581349,poudre,16948,AMSACRINE,75 mg,un flacon,SA,1
67581406,comprimé,11760,NORDAZÉPAM,"7,5 mg",un comprimé,SA,1
67581801,comprimé,43390,MERCURIUS BI-IODATUS POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 7DH à 60DH,un comprimé,SA,17
67582006,solution,38741,CHLORHYDRATE DE ROPIVACAÏNE MONOHYDRATÉ,"2,12 mg",1 mL de solution,SA,1
67582091,poudre,1983,IMIPÉNEM MONOHYDRATÉ,,,SA,1
67582262,poudre,32044,INFLIXIMAB ,100 mg,un flacon,SA,1
67582344,poudre,87823,TUROCTOCOG ALFA ,1500 UI,un flacon,SA,1
67584249,sirop,2109,PHOLCODINE,131 mg,100 ml de sirop,SA,1
67585504,crème,6018,CÉTRIMIDE,"0,5 g",100 g,SA,4
67585924,comprimé,47104,ORPIMENT POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,100 g,SA,18
67586588,comprimé,39704,NARATRIPTAN,"2,50 mg",un comprimé,FT,1
67587238,comprimé,5248,AMOXICILLINE,1 g,un comprimé,FT,1
67587245,gélule,46403,MILNACIPRAN,"43,55 mg",une gélule,FT,1
67587455,comprimé,4119,AVENA SATIVA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,une gélule,SA,17
67588728,comprimé,987,ACÉTATE DE CYPROTÉRONE,50 mg,un comprimé,SA,1
67588906,gélule,40617,MAGNÉSIUM (ASPARTATE DE) DIHYDRATÉ,400 mg,une gélule,SA,1
67589506,collyre,901,CHLORURE DE SODIUM,"0,900 g",100 ml,SA,1
67589926,comprimé,2092,IBUPROFÈNE,200 mg,un comprimé,SA,1
67589940,comprimé,86515,PETROSELINUM SATIVUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
67590960,comprimé,2064,HYDROCHLOROTHIAZIDE,25 mg,un comprimé,SA,2
67591507,pastille,3151,AMYLMÉTACRÉSOL,"0,6 mg",une pastille,SA,1
67591667,solution,62595,DALTÉPARINE SODIQUE ,10000 U.I. anti-Xa,"une seringue pré-remplie de 0,4 ml",SA,1
67592324,émulsion,6,ACIDE ASPARTIQUE,"1,43 g",650 mL d'émulsion reconstituée,SA,3
67592694,comprimé,62904,CHLORHYDRATE DE GRANISÉTRON,,,SA,1
67592737,comprimé blanc,1807,ÉTHINYLESTRADIOL,"0,035 mg",un comprimé,SA,2
67594656,comprimé,2202,PARACÉTAMOL,325 mg,un comprimé,SA,2
67594752,liquide,25617,ECHINACEA ANGUSTIFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES,(TM) qs,un flacon de 125 ml,SA,1
67596066,solution,93,CHLORURE DE POTASSIUM,"0,2 g",100 ml,SA,1
67597054,comprimé,382,LÉVOTHYROXINE SODIQUE,,,SA,1
67597823,gélule,31246,TÉMOZOLOMIDE,20 mg,une gélule,SA,1
67599870,solution,24075,ÉTANERCEPT ,50 mg,une cartouche,SA,1
67601314,comprimé,93227,LÉTERMOVIR,480 mg,un comprimé,SA,1
67607160,comprimé,9586,PÉRINDOPRIL TERT-BUTYLAMINE,8 mg,un comprimé,SA,1
67607630,comprimé,26727,ROSUVASTATINE CALCIQUE,,,SA,1
67607954,comprimé,19809,ATORVASTATINE,40 mg,un comprimé,FT,1
67608173,gélule,4179,DIPROPIONATE DE BÉCLOMÉTHASONE,400 microgrammes,une gélule,SA,1
67609631,solution,1023,ACIDE ASCORBIQUE,"0,5 g",une ampoule de 5 ml,SA,10
67610562,gélule,39422,PRÉGABALINE,300 mg,une gélule,SA,1
67610765,gélule,23957,LANSOPRAZOLE,15 mg,une gélule,SA,1
67610861,solution,8173,ÉPOÉTINE ALFA ,10000 UI,1 ml,SA,1
67611486,solution,17563,ACÉTATE DE GLATIRAMÈRE,40 mg,une seringue préremplie de 1 ml,SA,1
67613291,gélule,2202,PARACÉTAMOL,500 mg,une gélule,SA,1
67613380,gélule,39422,PRÉGABALINE,150 mg,une gélule,SA,26
67613590,comprimé,9586,PÉRINDOPRIL TERT-BUTYLAMINE,2 mg,un comprimé,SA,1
67613747,solution,45082,RITUXIMAB ,100 mg,un flacon de 10 mL,SA,1
67616145,comprimé,98159,TADALAFIL,5 mg,un comprimé,SA,1
67616985,poudre,30925,CEFTRIAXONE SODIQUE,,,SA,1
67617158,solution,24513,NADROPARINE CALCIQUE ,7600 UI AXa,une seringue pré-remplie,SA,1
67617578,poudre,2202,PARACÉTAMOL,80 mg,"un sachet de 0,52 g",SA,1
67617681,comprimé,2633,DIHYDROGÉNOPHOSPHATE DE RILMÉNIDINE,,,SA,1
67619878,comprimé,5087,OXYCODONE (CHLORHYDRATE D'),40 mg,un comprimé,SA,1
67619892,suspension,5715,ANATOXINE DIPHTÉRIQUE ,supérieur ou égal à 2 UI,"une dose de 0,5 ml",SA,2
67620962,comprimé,3682,MALÉATE D'ÉNALAPRIL,20 mg,un comprimé,SA,2
67621498,poudre,33249,FACTEUR DE COAGULATION AYANT UNE ACTIVITÉ COURT-CIRCUITANT L'INHIBITEUR DU FACTEUR VIII ,50 Unités FEIBA,1 ml de solution reconstituée,SA,1
67623129,comprimé,73208,PRAVASTATINE SODIQUE,10 mg,un comprimé,SA,1
67623353,comprimé,977,SPIRONOLACTONE,25 mg,un comprimé,SA,1
67623734,comprimé,5562,SODIUM (VALPROATE DE),200 mg,un comprimé,SA,1
